,0,1,2,3,4,5,6,7,8,9
0,0.649219877134925,0.5812530848063223,0.5713070955295754,0.6491341173666069,0.6113485176625748,0.5738870777222917,0.5157962883294759,0.6373504383133958,0.6537469054553562,0.5801669803180122
