,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,31.34711624481705,3.524122480259146,31.371613097847526,3.2518933642499928,31.29241727400185,3.2927882934781256,31.406840088624765,3.4685013047032505,31.40934665940985,3.222223502103853,31.355097233134746,3.37369119738708,31.302282198543722,3.3329616550037047,31.374263805702896,3.467856969518024,31.38422860435388,3.395595704569492,31.340128850337884,3.4013147717893917,31.31235675082953,3.370887128992119,31.25180318669169,3.3028592899045215
1,31.351022188485057,3.524291902578147,31.37161548350582,3.266671710147528,31.281449421824924,3.2607316811164995,31.40975508221943,3.47125065754518,31.41560884182454,3.2101764392791137,31.403082307748072,3.384097213689257,31.306836620714602,3.3125731296491927,31.37023025638826,3.4753813904146704,31.38422946448116,3.387830188575264,31.343345533379086,3.4005420711711283,31.32039486925691,3.369284496897599,31.251554865363474,3.3121171921655144
2,31.35535798945479,3.5280567941948835,31.371613100345897,3.2590399994703882,31.292331322572274,3.290586523693139,31.407227536238395,3.47125065754518,31.409330625644973,3.227455857029949,31.374731383285724,3.3841629436889975,31.296797305348132,3.3330476367102797,31.374787636589797,3.4683242757810775,31.387632879384714,3.404151205644144,31.3344905192387,3.4021322004887087,31.312384793844714,3.3689096271612877,31.244880510168592,3.3120577964355764
3,31.35534837401974,3.5280567941948835,31.371613097563095,3.2590399994703882,31.29237932065317,3.290580551624756,31.40812167682631,3.47125065754518,31.40930345562694,3.227455857029949,31.374731383285724,3.3841629436889975,31.296748953048407,3.333081938419073,31.37516300186327,3.4749682782612044,31.387717943001885,3.404151205644144,31.334358674954448,3.4021322004887087,31.312392583014674,3.3689096271612877,31.25172539427821,3.3120577964355764
4,31.35535845216381,3.528056792456783,31.371613100345897,3.2590399994703882,31.29241754496875,3.290924924698994,31.407227536238395,3.47125065754518,31.409345985792964,3.227455857029949,31.374731383285724,3.3841629436889975,31.297240518434794,3.333081938419073,31.37516300186327,3.4684819795670476,31.387632879384714,3.404151205644144,31.34478585378951,3.4021322004887087,31.312392583014674,3.3708752016883756,31.25181636460275,3.3120576765653293
5,31.356583755665984,3.528118693869538,31.371613330837434,3.2587084739223924,31.290758571410635,3.290929617427543,31.40936115959968,3.47125065754518,31.409804060386822,3.22838473453555,31.37474721705624,3.384163127096144,31.298748189604854,3.3330808824769544,31.37705016240705,3.474110004848793,31.386605009902045,3.403962091038293,31.335947267343016,3.4013149270968257,31.31238521623716,3.370802954878304,31.2537462070259,3.3120627903966926
6,31.35100720740226,3.52806200730961,31.37161575907844,3.266958459146907,31.290871024527025,3.295425151924829,31.409766534415347,3.471250657584393,31.401288817635056,3.222554988759933,31.422101630604427,3.4002349943721417,31.30683734238777,3.33362942430873,31.37765471080708,3.4754953464483505,31.38691628969351,3.3967225163057835,31.343350602453324,3.4020900789598376,31.311485024646533,3.37958217398965,31.253878713111664,3.3118804426674195
7,31.355348696328015,3.528056958580201,31.37161309756345,3.267844011985299,31.2924158816354,3.2905821426628292,31.40941264356087,3.47125065754518,31.409303429159216,3.228365336825317,31.374731383285724,3.3841629436889975,31.29675089690779,3.3249091416970007,31.37516300186327,3.4749682782612044,31.38771795760173,3.404152317922486,31.335815500062377,3.4021322004887087,31.312392583014674,3.3689490875556865,31.25181254262076,3.3120577964355764
8,31.355348696328015,3.528064894695679,31.371613097612066,3.2590399994703882,31.29237932065317,3.290582078590177,31.409357405212507,3.47125065754518,31.409300283303377,3.227439432690416,31.374731383285724,3.3841629436889975,31.296296647258295,3.333081938419073,31.37516300186327,3.4749682782612044,31.38771795760173,3.4041522428338213,31.335702299142703,3.4021322004887087,31.312392583014674,3.3689096271612877,31.251603926186938,3.3120577964355764
9,31.351024861976203,3.524255895213285,31.37161575907844,3.2663246168211173,31.29208772021051,3.2957954880653415,31.409766534415347,3.47125065754518,31.40924063651363,3.2225204348168037,31.422101630604427,3.4002349943721417,31.306837072294204,3.33362942430873,31.372533949210382,3.474551761454707,31.38422834278211,3.3967225163057835,31.34322356056553,3.397131945597319,31.31507029624262,3.37958217398965,31.275996156990455,3.302651600039285
