,0,1,2,3,4,5,6,7,8,9
0,0.40343620113107714,0.3642291776077577,0.42153108439516107,0.32122550126698135,0.4059082981321978,0.40075691467738506,0.40337912628702016,0.3867590573381292,0.45442772081547644,0.3893791578192235
