,0,1,2
0,1.3365156903980662,3.96726860189531,0
1,1.4662994796181292,3.704074922496772,3
2,1.1748448743149609,5.868427705123327,2
3,1.1719421737933342,5.86689282157439,3
4,1.4002842754266647,3.413809261954844,6
5,1.2723360776939874,3.569579949061704,7
6,1.2294153530200673,4.361004701387521,3
7,1.2507248221888077,5.161293535420724,2
8,1.2429962395382175,4.243955970689922,5
9,1.2921312742513373,4.317021197664102,2
10,1.4196735938533234,3.851672709878088,1
11,1.1831865126693333,5.421218503335285,4
12,1.2838157684997245,3.6192120516318558,5
13,1.3388792569755854,3.493181982306306,7
14,1.2784545668532348,3.630457311700709,6
15,1.2614237907848354,4.343423929998748,1
16,1.324514892359888,3.9675387300708453,1
17,1.3785361758490509,3.886187655335709,0
18,1.3320879283830218,3.862028576488116,3
19,1.3532460719976078,3.8857564109327307,1
20,1.1863466679576962,5.4194703232970625,4
21,1.331751876281453,3.8886583540513255,2
22,1.1867057597572497,5.491968805402473,2
23,1.213604054232145,5.769659675399708,0
24,1.2700322731687246,5.754538383184977,0
25,1.1873446608503009,5.318405350613596,3
26,1.2041008216511648,5.246572180622633,4
27,1.3112137992669861,3.527109915018166,5
28,1.3870712817731765,3.7939781727286923,3
29,1.402341661949965,3.7396652753165363,3
30,1.3032027346238362,3.891658183647708,2
31,1.373527507231118,3.7944802768181813,2
32,1.3982304674333799,3.458132711073276,7
33,1.4125061772500593,3.8524491371266496,1
34,1.2678474172910086,3.639754331948623,4
35,1.244577960579564,4.243955970689922,4
36,1.2024647346720234,5.4194703232970625,1
37,1.2001258990503771,5.4194703232970625,2
38,1.1719496554884983,5.866723903323855,3
39,1.3561075487067482,3.9263231235394604,0
40,1.3638990531958897,3.9021907749637093,0
41,1.3483497245681682,3.6091400562669183,4
42,1.381491396039561,3.4585917446941497,6
43,1.3664793283556842,3.884624746862046,1
44,1.3433313919602516,3.9349908359741534,1
45,1.3276206687552103,3.8774612777758604,3
46,1.2559002964217987,4.343423929998748,2
47,1.1753576593732995,5.86689282157439,2
48,1.3794688733468887,3.552506546028967,4
49,1.3517628055508,3.927948339985098,0
50,1.344837853245139,3.859232919586498,3
51,1.2577779941874747,4.339702640248209,3
52,1.3317370698514277,3.88896366516155,2
53,1.333782426035308,3.96726860189531,1
54,1.258552966316949,3.8789360403529654,3
55,1.2578286717289051,4.321757193282084,2
56,1.1849129890832273,5.4194703232970625,5
57,1.3528312396599382,3.9021907749637093,1
58,1.3435340675855887,3.862028576488116,2
59,1.3531304995287858,3.8578626218941006,2
60,1.1873446608503009,5.318405350613596,3
61,1.3032027346238362,3.891658183647708,2
62,1.2507248221888077,5.161293535420724,2
63,1.358187678971924,3.9263231235394604,0
64,1.1732245848397798,5.867103641029523,3
65,1.64938609190432,3.415477801530322,8
66,1.1775790679584957,5.868427705123327,2
67,1.4563578486919586,3.599225779166937,5
68,1.2611126905539152,4.500635574898839,2
69,1.2470301522814993,5.168790663041794,4
70,1.2442758329044024,4.243955970689922,5
71,1.220728920607393,5.428823404846803,1
72,1.1887477081593647,5.318405350613596,3
73,1.2821214388139515,4.459854898305916,2
74,1.3820745123818454,3.5389525278791147,6
75,1.3399003778094343,3.493181982306306,7
76,1.363093795793311,3.739482234938229,4
77,1.200389495787667,5.601159639192704,2
78,1.2871952926303514,3.630457311700709,7
79,1.3238933975187033,3.582540913729355,6
80,1.2320467187826851,5.199853970716784,4
81,1.331985519330856,3.8887894267721967,2
82,1.33802382891239,3.96726860189531,0
83,1.3870924373157816,3.794378172767116,3
84,1.3598225509852568,3.623658969629015,5
85,1.3589017571466175,3.8857564109327307,1
86,1.2317448109077562,5.779239380234583,0
87,1.334585144377521,3.96726860189531,1
88,1.4188695511490044,3.851672709878088,2
89,1.4542540025822814,3.8061324056796604,2
90,1.204295027595079,5.246572180622633,4
91,1.3029149234209465,4.321845254640551,2
92,1.3911378580199076,3.4585917446941497,6
93,1.1860155479146968,5.421218503335285,4
94,1.4091406569563887,3.8524491371266496,2
95,1.3002825541169176,3.7806925835176313,4
96,1.3211506969214206,3.6469510338745708,5
97,1.352411321756907,3.927948339985098,0
98,1.3165596274256113,3.916643767260726,3
99,1.178171674668492,5.86689282157439,4
100,1.1448674616410877,5.136555933794961,2
101,1.517493082966703,3.2369960703650498,4
102,1.4076138658417516,2.918216860854271,6
103,1.1472810154982445,5.136555933794961,1
104,1.3519305256371899,3.1280185212909526,8
105,1.427829190834697,2.9645524873228624,5
106,1.1531270440767905,5.073736756841587,2
107,1.1540431161433569,4.56955031625677,2
108,1.277659227035197,3.3361453549074227,5
109,1.214395436611221,5.1328135181035455,1
110,1.366601293084738,3.1280185212909526,7
111,1.3833513716395678,3.0938917702772177,6
112,1.1708215102532609,4.121321619270769,7
113,1.25016285467487,3.9886487838740154,3
114,1.193663671279109,4.05152025877469,8
115,1.2038166936120214,4.035499899831123,4
116,1.2525944106186677,4.547518444137284,2
117,1.3774780482203035,3.2981458753715502,4
118,1.3426210937166578,3.624522415446233,3
119,1.1599466253386113,4.322117965432013,7
120,1.2556657466567862,3.3011268161395173,6
121,1.2204207837832595,3.552611645142766,5
122,1.2402551111946671,3.6511560081818235,4
123,1.3207730293427007,3.7407541689081714,3
124,1.306176659956198,3.7756540704818424,3
125,1.2522034300504052,3.8442336983874474,3
126,1.241641590778996,3.3928324321659873,5
127,1.1809375270879643,4.162063419563511,3
128,1.1526521207064775,4.400350546482003,3
129,1.2836667841546554,4.507666978675711,2
130,1.3571801107072716,3.181072812971556,5
131,1.2061637108655685,3.9832862636483592,4
132,1.3965923608682425,3.1173508346851415,5
133,1.2676498597598262,3.336314429802401,4
134,1.3234630271160746,3.128033615512976,6
135,1.3424484684412006,3.259957815810954,5
136,1.3007912826277146,3.2479239935680786,6
137,1.38392777958322,3.06197418937561,6
138,1.3428308466904428,3.6228026474598356,3
139,1.28756791448978,3.269601423927936,5
140,1.3742030370527518,3.1468164787241215,5
141,1.2084029639364562,4.007200390584787,3
142,1.3516869848822644,3.328960953667585,4
143,1.2607023512851814,3.2961675935043355,6
144,1.2578745877374622,3.3905009459094453,4
145,1.1925562024398615,4.064510452123239,6
146,1.3840066286672017,3.1223822049713883,5
147,1.2414688084992254,3.552611645142766,4
148,1.1752583877218472,4.074276633738567,4
149,1.1829436970383969,4.125222488163712,3
150,1.255031180203509,4.529370455096289,2
151,1.213477734294673,4.562487567586143,2
152,1.2006137507120418,4.114920178548405,3
153,1.2874476861878372,3.3023016400360827,5
154,1.1817083879411077,4.127164562433174,3
155,1.2000070965250123,4.115865856945993,3
156,1.1785933969323852,4.074138790842076,4
157,1.1489391397668693,4.56955031625677,3
158,1.1735443840599433,4.125222488163712,4
159,1.2021560062912464,5.1348424582925,1
160,1.3763924232189229,3.300603877225366,4
161,1.1531270440767905,5.073736756841587,2
162,1.2676498597598262,3.336314429802401,4
163,1.40774521475411,2.918216860854271,6
164,1.1465735292506993,5.717558857671091,4
165,1.5248302578239326,3.2409993415666714,4
166,1.353064783922239,3.1280185212909526,8
167,1.147981834454667,5.136623623637018,1
168,1.1539713905986437,5.098755491260341,2
169,1.2084841094784557,4.062774608189769,7
170,1.429705447017435,2.9645524873228624,5
171,1.5181014896092695,3.2482772356811527,4
172,1.2287068847817526,3.9118483311281005,6
173,1.1540631022946943,4.569575593553994,2
174,1.2905313705925603,4.507666978675711,2
175,1.1472541175705626,5.703000801654947,4
176,1.4168633881862716,3.1173508346851415,5
177,1.2328254973149784,4.008064844936438,3
178,1.34056067422195,3.4133353842416816,4
179,1.2614285585273983,3.2961675935043355,6
180,1.2407668202861728,3.99008501593668,4
181,1.2147782084011682,5.1328135181035455,1
182,1.1751783878006798,4.380117842163064,4
183,1.2291936649416704,4.114920178548405,3
184,1.306176763042653,3.7756540704818424,3
185,1.3840962153253564,3.1223822049713883,5
186,1.3313091245378916,3.128033615512976,6
187,1.3106790004315272,3.4188519275030216,4
188,1.1842406028367338,4.162063419563511,3
189,1.3431921993565012,3.624522415446233,3
190,1.2425165024545277,3.552611645142766,4
191,1.3632980484594608,3.334104892125888,4
192,1.1654929979512636,4.46837166590033,4
193,1.383488864986917,3.0938917702772177,6
194,1.2734808197217906,3.9878748865298235,3
195,1.3923128590144773,3.06197418937561,6
196,1.2884001972256507,3.269601423927936,5
