,0,1,2,3,4,5,6,7,8,9
0,0.6540583883729716,0.6108391062150835,0.6725315264723486,0.6181096199315893,0.670803164541,0.6765673775286305,0.668063974995088,0.5953344237344234,0.6036183467838924,0.6554797787290998
